moh_area,week,cases,avg_temperature_mean,avg_temperature_max,avg_temperature_min,avg_precipitation_sum,avg_relative_humidity_mean
MOH-Kahathuduwa (Wethara),25,1,26.58036,29.72857,24.52857,20.78572,86.90617
MOH-Kahathuduwa (Wethara),26,8,26.6994,29.55,24.55714,13.71428,86.56384
MOH-Kahathuduwa (Wethara),27,4,26.58214,29.25714,24.27857,8.642858,87.32652
MOH-Kahathuduwa (Wethara),28,7,26.81042,29.55,24.3,9.914286,85.06181
MOH-Kahathuduwa (Wethara),29,7,27.07113,29.70714,24.77143,12.31429,85.00069
MOH-Kahathuduwa (Wethara),30,17,27.48869,30.29286,25.13571,9.67143,83.99056
MOH-Kahathuduwa (Wethara),31,8,26.51369,29.55,23.95714,15.52857,87.18551
MOH-Kahathuduwa (Wethara),32,13,26.86042,29.42857,24.53572,9.371428,84.3504
MOH-Kahathuduwa (Wethara),33,7,26.02292,28.85,24.03572,21.04286,89.00721
MOH-Kahathuduwa (Wethara),34,8,26.17113,29.05714,23.90714,11.14286,86.40577
MOH-Kahathuduwa (Wethara),35,8,26.50566,29.46428,24.23571,13.08571,83.77412
MOH-Kahathuduwa (Wethara),36,6,26.76905,29.6,24.42143,21.9,85.01873
MOH-Kahathuduwa (Wethara),37,16,26.67887,29.57143,24.00714,11.95714,85.47447
MOH-Kahathuduwa (Wethara),38,5,26.94613,29.83571,23.84286,7.885715,82.83512
MOH-Kahathuduwa (Wethara),39,6,26.66964,30.22143,24.04286,6.814286,85.45123
MOH-Kahathuduwa (Wethara),40,9,26.9994,30.67143,24.21428,2.757143,83.005
MOH-Kahathuduwa (Wethara),41,6,25.40982,28.55,23.48571,39.32857,89.85767
MOH-Kahathuduwa (Wethara),42,3,26.17976,29.17857,23.75,9.357144,86.32842
MOH-Kahathuduwa (Wethara),43,5,25.62947,28.92143,23.28572,15.28571,88.86224
MOH-Kahathuduwa (Wethara),44,0,25.97411,29.46428,23.29286,9.400001,88.2113
MOH-Kahathuduwa (Wethara),45,3,25.83869,30.20714,22.67143,9.157143,85.8923
MOH-Kahathuduwa (Wethara),46,10,25.86547,30.42857,22.80714,10.6,88.66184
MOH-Kahathuduwa (Wethara),47,6,25.2375,29.85714,22.68571,16.75714,91.89211
MOH-Kahathuduwa (Wethara),48,6,25.23006,27.77857,23.2,16.55714,88.27406
MOH-Kahathuduwa (Wethara),49,2,26.2506,30.19286,22.97857,2.842857,83.27669
MOH-Kahathuduwa (Wethara),50,2,25.99881,30.25714,22.87143,6.714286,85.44996
MOH-Kahathuduwa (Wethara),51,3,25.77351,29.19286,23.33571,7.7,88.54254
MOH-Kahathuduwa (Wethara),52,4,25.71161,30.5,21.72857,3.042857,84.04604
MOH-Kahathuduwa (Wethara),53,4,25.21771,31,22.625,19.85,91.34492
MOH-Kahathuduwa (Wethara),54,2,25.08512,29.21428,22.07857,6.342857,86.54095
MOH-Kahathuduwa (Wethara),55,9,25.37411,30.10714,22.46428,12.71429,87.88694
MOH-Kahathuduwa (Wethara),56,5,25.08988,28.90714,22.77857,15.2,89.34495
MOH-Kahathuduwa (Wethara),57,6,25.02946,29.41429,22.12143,4.714286,88.68831
MOH-Kahathuduwa (Wethara),58,9,25.7128,30.73571,22.22857,6.557143,86.52486
MOH-Kahathuduwa (Wethara),59,13,26.16994,31.82857,21.55,0.557143,77.97511
MOH-Kahathuduwa (Wethara),60,8,26.70774,31.88571,22.66429,0.542857,80.63581
MOH-Kahathuduwa (Wethara),61,13,26.73214,32.25,22.32143,2.514286,80.23096
MOH-Kahathuduwa (Wethara),62,6,25.78006,30.95,22.87143,17.67143,88.60667
MOH-Kahathuduwa (Wethara),63,12,26.37589,31.16429,22.45714,4.271429,82.76427
MOH-Kahathuduwa (Wethara),64,18,26.40744,31.60714,22.55,3.657143,84.21938
MOH-Kahathuduwa (Wethara),65,16,26.38155,31.55714,22.70714,5.3,86.67716
MOH-Kahathuduwa (Wethara),66,8,26.96875,31.61428,23.07143,2.471428,81.55614
MOH-Kahathuduwa (Wethara),67,12,26.07292,30.82143,23.01429,13.67143,88.60565
MOH-Kahathuduwa (Wethara),68,11,26.01369,29.29286,23.82857,8.671429,90.10561
MOH-Kahathuduwa (Wethara),69,12,27.09048,30.91429,23.74286,2.728571,85.893
MOH-Kahathuduwa (Wethara),70,8,26.7503,30.77143,23.80714,7.514286,86.78613
MOH-Kahathuduwa (Wethara),71,13,27.08571,31.47143,24.10714,4.528572,84.62974
MOH-Kahathuduwa (Wethara),72,13,27.2003,31.17857,23.88571,8.000001,84.41731
MOH-Kahathuduwa (Wethara),73,8,26.68631,30.06429,24.07143,16.08571,87.75249
MOH-Kahathuduwa (Wethara),74,10,27.02827,29.81429,24.57857,15.31429,87.68481
MOH-Kahathuduwa (Wethara),75,14,27.51429,30.03572,25.30714,14.08571,85.05993
MOH-Kahathuduwa (Wethara),76,21,26.99643,29.84286,24.52857,10.82857,85.04411
MOH-Kahathuduwa (Wethara),77,15,25.84464,28.46428,24.01429,30.35714,89.91589
MOH-Kahathuduwa (Wethara),78,18,26.65952,29.33571,24.19286,8.971428,87.28307
MOH-Kahathuduwa (Wethara),79,21,26.40387,29.29286,23.82857,12.51429,87.59269
MOH-Kahathuduwa (Wethara),80,6,27.20506,29.75,24.41429,6.114285,84.08756
MOH-Kahathuduwa (Wethara),81,10,27.12113,29.50714,24.41429,13.17143,83.95596
MOH-Kahathuduwa (Wethara),82,12,26.05833,28.2,24.37857,33.64286,87.89342
MOH-Kahathuduwa (Wethara),83,9,26.17292,29.22857,23.78572,9.842857,86.50771
MOH-Kahathuduwa (Wethara),84,3,26.24256,28.76429,24.17143,8.585714,87.34525
MOH-Kahathuduwa (Wethara),85,7,26.13542,28.72857,23.86429,8.271429,85.44105
MOH-Kahathuduwa (Wethara),86,3,26.33839,29.27857,23.67857,8.814286,84.53388
MOH-Kahathuduwa (Wethara),87,5,26.46161,29.65714,23.84286,2.2,85.29543
MOH-Kahathuduwa (Wethara),88,6,26.44941,29.10714,24.10714,19.82857,85.43274
MOH-Kahathuduwa (Wethara),89,7,26.55833,29.50714,23.88571,4.314286,85.40089
MOH-Kahathuduwa (Wethara),90,8,26.7619,29.8,24.51429,8.528571,84.67027
MOH-Kahathuduwa (Wethara),91,5,25.64524,28.82143,23.13571,15.22857,89.00919
MOH-Kahathuduwa (Wethara),92,6,26.04196,28.96428,23.63571,16.92857,87.18055
MOH-Kahathuduwa (Wethara),93,8,26.64583,29.87143,23.67857,4,84.44132
MOH-Kahathuduwa (Wethara),94,6,26.31518,30.46428,23.16429,5.042857,84.15382
MOH-Kahathuduwa (Wethara),95,0,25.15446,28.88571,22.93571,25.32857,92.0506
MOH-Kahathuduwa (Wethara),96,3,26.1869,29.27143,23.79286,6.557143,85.90089
MOH-Kahathuduwa (Wethara),97,4,26.9878,30.53572,23.62857,0.485714,81.37873
MOH-Kahathuduwa (Wethara),98,4,25.8994,29.77857,22.60714,6.857143,85.59313
MOH-Kahathuduwa (Wethara),99,7,25.58185,30.52857,22.90714,11.65714,88.31344
MOH-Kahathuduwa (Wethara),100,12,25.26369,29.77857,22.54286,12.42857,90.53971
MOH-Kahathuduwa (Wethara),101,3,24.54792,27.32143,22.07143,43.92858,88.25299
MOH-Kahathuduwa (Wethara),102,4,25.52738,30.4,22.32857,9.585714,86.59687
MOH-Kahathuduwa (Wethara),103,8,25.29434,29.94286,22.56429,7.085714,87.89944
MOH-Kahathuduwa (Wethara),104,8,25.55446,30.06429,22.61429,7.442857,84.77607
MOH-Kahathuduwa (Wethara),105,12,25.88363,30.81429,22.03572,1.085714,82.73553
MOH-Kahathuduwa (Wethara),106,3,25.79792,29.5,22.85,2.7,85.52985
MOH-Kahawatta,1,0,25.61025,29.40043,22.80757,8.642858,87.74664
MOH-Kahawatta,2,1,25.10787,28.34329,22.429,4.714286,86.34444
MOH-Kahawatta,3,1,25.02781,29.26471,20.69328,1.9,84.18805
MOH-Kahawatta,4,1,25.95519,30.40757,21.42186,0.014286,79.12106
MOH-Kahawatta,5,2,26.15995,30.28614,22.84329,5.628572,84.11762
MOH-Kahawatta,6,3,25.62007,30.729,20.60043,0.157143,77.84515
MOH-Kahawatta,7,2,27.18614,32.16471,22.25757,0.514286,74.90703
MOH-Kahawatta,8,4,27.83942,33.48614,23.10043,0.628571,73.47646
MOH-Kahawatta,9,0,28.14269,33.86471,23.23614,0.357143,68.96106
MOH-Kahawatta,10,0,27.77781,32.93614,23.179,0.514286,73.31794
MOH-Kahawatta,11,2,28.11025,34.00043,22.979,0.257143,71.46777
MOH-Kahawatta,12,1,27.78495,33.40043,23.35043,4.928571,73.93819
MOH-Kahawatta,13,0,27.47781,32.49329,23.67186,4.142857,79.29307
MOH-Kahawatta,14,1,27.96501,33.61471,24.04329,3.9,80.20302
MOH-Kahawatta,15,1,27.57781,32.88614,23.70757,6.971428,78.83936
MOH-Kahawatta,16,2,27.4671,32.13614,24.10757,1.814286,83.95262
MOH-Kahawatta,17,2,28.40668,33.70043,24.80043,3.328571,80.16496
MOH-Kahawatta,18,2,28.31471,33.14328,25.129,3.085714,84.11481
MOH-Kahawatta,19,0,27.7168,32.02186,25.10757,9.942858,86.21647
MOH-Kahawatta,20,6,26.67394,30.41471,24.50043,16.58571,89.65364
MOH-Kahawatta,21,1,25.47454,27.79329,24.26471,30.4,94.0471
MOH-Kahawatta,22,2,25.8668,27.94328,24.13614,22.82857,92.59039
MOH-Kahawatta,23,3,26.47305,29.50043,23.91471,4.842857,88.30122
MOH-Kahawatta,24,1,26.17841,28.80043,24.479,5.242857,89.72651
MOH-Kahawatta,25,3,25.54329,28.429,23.90757,10.98571,91.38391
MOH-Kahawatta,26,1,25.58555,28.55757,23.36472,9.385714,89.61377
MOH-Kahawatta,27,2,25.85073,28.52186,23.99329,5.9,90.51656
MOH-Kahawatta,28,6,25.72067,28.53614,23.82186,7.471428,89.11549
MOH-Kahawatta,29,7,25.86948,28.69328,23.94328,8.585714,88.55012
MOH-Kahawatta,30,4,26.33257,29.55757,24.26471,8.442857,88.05394
MOH-Kahawatta,31,1,25.59656,28.36472,23.66471,11.92857,90.19421
MOH-Kahawatta,32,2,25.85489,28.729,24.029,6.400001,87.67799
MOH-Kahawatta,33,5,25.61025,28.46472,23.84329,19,91.14661
MOH-Kahawatta,34,4,25.76204,28.63614,23.72186,7.728572,87.58004
MOH-Kahawatta,35,0,25.4421,28.58614,23.49329,8.028572,87.9703
MOH-Kahawatta,36,0,25.20549,27.85757,23.65757,11.78571,91.53634
MOH-Kahawatta,37,4,25.71442,28.45757,23.82186,6.771429,89.86732
MOH-Kahawatta,38,0,25.36323,28.35757,23.629,8.085714,90.24274
MOH-Kahawatta,39,0,25.5421,28.85043,23.25043,11.04286,89.80178
MOH-Kahawatta,40,1,26.22364,30.12186,23.37186,1.857143,86.11779
MOH-Kahawatta,41,4,24.89626,27.73614,23.40043,12.25714,92.09199
MOH-Kahawatta,42,0,25.18763,28.13614,23.12186,7.742858,90.56842
MOH-Kahawatta,43,2,25.17156,28.25757,23.05757,7.442857,91.42259
MOH-Kahawatta,44,3,25.43108,28.85043,23.19328,6.957142,89.67976
MOH-Kahawatta,45,2,25.23049,28.97186,22.70757,8.185715,87.968
MOH-Kahawatta,46,1,25.69597,30.72186,22.579,4.8,87.39192
MOH-Kahawatta,47,0,24.96353,29.59329,22.74329,13.02857,91.51165
MOH-Kahawatta,48,3,24.56382,27.38614,22.65043,14.41429,89.72192
MOH-Kahawatta,49,1,26.02543,30.67186,22.84329,1.085714,81.28948
MOH-Kahawatta,50,1,25.5168,30.279,22.55757,6.442857,87.1322
MOH-Kahawatta,51,1,25.28525,29.45043,22.66471,2.285714,90.17934
MOH-Kahawatta,52,0,25.24478,30.39329,20.95043,1.128571,82.3612
MOH-Kahawatta,53,1,24.81025,29.054,22.379,7.55,91.04064
MOH-Kahawatta,54,1,24.68019,28.95043,21.99329,8.185714,89.01776
MOH-Kahawatta,55,1,24.99924,29.25757,22.279,9.642856,88.89002
MOH-Kahawatta,56,3,24.61025,27.879,22.36472,11.52857,89.6321
MOH-Kahawatta,57,3,24.78734,28.93614,22.24329,3.271429,88.72633
MOH-Kahawatta,58,1,25.71531,30.629,21.88614,1.185714,83.02837
MOH-Kahawatta,59,0,25.74686,31.89329,20.279,0.114286,76.18826
MOH-Kahawatta,60,2,26.06352,32.06472,21.38614,0.814286,78.91164
MOH-Kahawatta,61,2,26.38019,32.58614,21.05043,0.242857,77.27088
MOH-Kahawatta,62,0,25.304,30.45757,22.49329,6.028572,88.27457
MOH-Kahawatta,63,0,26.08496,31.38614,21.61472,1.7,78.67475
MOH-Kahawatta,64,0,26.05966,31.20757,22.37186,4,83.9883
MOH-Kahawatta,65,2,26.18019,31.98614,21.98614,3.271429,85.26792
MOH-Kahawatta,66,1,26.07096,31.59329,22.829,6.257143,84.89589
MOH-Kahawatta,67,2,25.55728,30.78614,23.16471,10,89.8676
MOH-Kahawatta,68,4,25.63228,29.64329,23.50043,7.7,90.41813
MOH-Kahawatta,69,5,26.51353,31.38614,23.47186,2.485714,86.2841
MOH-Kahawatta,70,9,26.10876,31.47186,23.20043,5.742857,88.30141
MOH-Kahawatta,71,4,26.0668,30.91471,23.62186,8.642858,89.95727
MOH-Kahawatta,72,4,26.33585,30.83614,23.85043,5.057143,87.51225
MOH-Kahawatta,73,15,25.70519,29.05757,23.94328,7.985714,91.34894
MOH-Kahawatta,74,9,25.66293,28.12186,24.04329,9.928572,93.30822
MOH-Kahawatta,75,2,25.64954,28.47186,23.83614,13,92.47463
MOH-Kahawatta,76,4,26.05936,29.90757,23.879,7.7,87.38277
MOH-Kahawatta,77,4,24.53853,27.079,23.19328,21.1,93.92476
MOH-Kahawatta,78,2,25.31144,28.13614,23.60757,7.071429,91.57146
MOH-Kahawatta,79,0,25.71115,29.10043,23.35757,6.142857,88.63713
MOH-Kahawatta,80,0,26.10787,29.53614,23.629,5.828571,86.98232
MOH-Kahawatta,81,3,25.59239,28.879,23.32186,7.228571,89.18233
MOH-Kahawatta,82,3,24.18972,26.429,22.90757,24.24286,95.32615
MOH-Kahawatta,83,6,25.39865,29.26471,23.26471,7.200001,86.83784
MOH-Kahawatta,84,3,25.47573,29.06471,23.56471,6.285714,88.75504
MOH-Kahawatta,85,5,25.19835,28.70757,22.86472,4.914285,86.82777
MOH-Kahawatta,86,1,24.7415,28.04329,22.55757,11.47143,89.31862
MOH-Kahawatta,87,2,26.0412,30.40043,23.25043,2,84.1394
MOH-Kahawatta,88,2,25.00252,28.77186,23.04329,12.04286,90.91344
MOH-Kahawatta,89,2,25.63733,29.87186,23.19328,5.557143,86.8938
MOH-Kahawatta,90,1,25.57573,28.879,23.65043,4.871428,88.07319
MOH-Kahawatta,91,2,24.96561,28.379,23.06471,5.671429,91.19842
MOH-Kahawatta,92,1,24.70311,28.01471,22.64329,13.11429,92.0256
MOH-Kahawatta,93,2,25.91501,30.50043,22.92186,2.3,84.67848
MOH-Kahawatta,94,3,25.53019,30.86471,22.60757,7.414285,86.87142
MOH-Kahawatta,95,2,24.86859,29.34329,22.90757,18.21428,92.39462
MOH-Kahawatta,96,0,25.17335,28.779,22.879,4.828571,88.36146
MOH-Kahawatta,97,1,26.50489,31.12186,23.11472,0.571429,81.2711
MOH-Kahawatta,98,2,25.05698,29.079,22.53614,4.185714,87.63395
MOH-Kahawatta,99,1,25.0174,29.66471,22.75757,11.3,90.01543
MOH-Kahawatta,100,3,24.93317,29.679,22.67186,16.6,89.72351
MOH-Kahawatta,101,3,23.95222,27.23614,21.64329,36.72857,89.82816
MOH-Kahawatta,102,3,25.16561,30.78614,21.629,6.028571,86.00275
MOH-Kahawatta,103,0,24.8293,29.59329,22.00757,7.014286,87.24122
MOH-Kahawatta,104,6,25.18257,29.66471,22.129,1.728572,86.62643
MOH-Kahawatta,105,2,25.73972,30.81471,21.879,0.357143,81.34816
MOH-Kahawatta,106,3,25.58317,30.429,22.729,1,86.00458
MOH-Kalawana,1,0,24.51848,28.69586,21.87443,11.77143,89.63732
MOH-Kalawana,2,1,24.23247,27.79586,21.33157,4.942857,87.55603
MOH-Kalawana,3,3,24.07265,28.26014,20.16729,1.8,86.49895
MOH-Kalawana,4,2,24.94318,29.51729,20.73871,0.057143,81.27211
MOH-Kalawana,5,0,25.0158,29.58157,21.89586,4.885715,86.63344
MOH-Kalawana,6,2,24.72324,29.53871,20.21014,0.614286,80.89701
MOH-Kalawana,7,1,25.84318,30.96014,21.48157,0.542857,79.008
MOH-Kalawana,8,0,26.5655,31.903,21.91729,0.871429,76.58437
MOH-Kalawana,9,3,26.76223,32.26014,22.07443,0.414286,73.8659
MOH-Kalawana,10,3,26.75151,32.03872,22.43871,0.657143,76.50307
MOH-Kalawana,11,0,27.1661,33.353,22.03157,0.728571,73.01075
MOH-Kalawana,12,2,26.7783,32.67443,22.54586,3.342857,76.06976
MOH-Kalawana,13,0,26.44288,31.54586,22.49586,5.057143,81.36873
MOH-Kalawana,14,4,26.96431,32.68157,22.96014,4.2,80.72089
MOH-Kalawana,15,0,26.98604,32.48157,23.06014,4.514286,77.83814
MOH-Kalawana,16,2,26.60865,31.43157,23.21014,5.442857,84.88121
MOH-Kalawana,17,0,27.29675,32.62443,23.66729,3.071429,82.0991
MOH-Kalawana,18,1,27.24913,32.03872,24.003,5.957143,85.0238
MOH-Kalawana,19,1,26.70538,30.98157,24.003,10.8,86.76217
MOH-Kalawana,20,0,25.703,29.453,23.51014,20.88571,90.19804
MOH-Kalawana,21,2,24.80865,27.13872,23.38157,33.41428,92.74667
MOH-Kalawana,22,2,24.90598,27.503,22.93871,35.05715,92.65111
MOH-Kalawana,23,0,25.53604,28.44586,23.08871,5.614286,88.14103
MOH-Kalawana,24,2,25.45092,28.51729,23.38872,5.885715,88.79897
MOH-Kalawana,25,4,24.83217,28.02443,22.91729,14.94286,90.60491
MOH-Kalawana,26,1,24.80836,28.16014,22.46729,10.4,89.8841
MOH-Kalawana,27,5,25.05806,28.08157,22.98157,9.514287,90.30858
MOH-Kalawana,28,5,24.99705,28.24586,22.79586,8.014285,88.71126
MOH-Kalawana,29,2,25.11997,28.44586,23.02443,11.28571,88.54279
MOH-Kalawana,30,3,25.66729,29.11014,23.37443,6.957143,87.79534
MOH-Kalawana,31,2,24.76937,27.83871,22.68157,16.55714,90.11567
MOH-Kalawana,32,6,25.09109,28.13872,22.89586,10.6,87.62018
MOH-Kalawana,33,1,24.73574,27.44586,22.89586,24.42857,90.77515
MOH-Kalawana,34,2,24.72086,27.98157,22.37443,10.72857,89.16856
MOH-Kalawana,35,4,24.74199,27.88872,22.58157,10.28571,87.67918
MOH-Kalawana,36,1,24.49645,27.56729,22.42443,15.18571,90.96705
MOH-Kalawana,37,1,24.87889,28.053,22.71014,7.2,89.34473
MOH-Kalawana,38,0,24.73187,27.98871,22.64586,8.8,88.95866
MOH-Kalawana,39,4,24.78336,28.28157,22.18871,11.78571,89.32784
MOH-Kalawana,40,2,25.55806,29.503,22.66014,5.514286,85.59528
MOH-Kalawana,41,1,24.12741,26.853,22.58157,22.05714,91.19676
MOH-Kalawana,42,2,24.44675,27.44586,22.303,9.328572,90.20088
MOH-Kalawana,43,2,24.38604,27.63157,22.01729,13.9,90.58749
MOH-Kalawana,44,2,24.53157,28.23871,22.003,13.28571,89.9869
MOH-Kalawana,45,1,24.23187,28.32443,21.603,8.457143,88.92323
MOH-Kalawana,46,1,24.64496,30.08871,21.43871,9.942857,89.22515
MOH-Kalawana,47,4,23.99467,29.02443,21.503,14.07143,92.91095
MOH-Kalawana,48,0,23.68931,26.603,21.86014,13.31429,90.61208
MOH-Kalawana,49,2,25.03127,29.99586,21.753,1.842857,82.90046
MOH-Kalawana,50,1,24.52979,29.91729,21.41014,9.757143,87.77901
MOH-Kalawana,51,1,24.24556,28.44586,21.66014,6.528572,91.71194
MOH-Kalawana,52,3,24.41133,29.86014,20.26729,0.642857,83.00861
MOH-Kalawana,53,0,23.97592,28.853,21.228,6.25,91.67906
MOH-Kalawana,54,0,23.55747,27.94586,20.89586,5.714286,89.97669
MOH-Kalawana,55,1,23.92592,28.87443,20.78157,9.728571,89.169
MOH-Kalawana,56,2,23.53991,27.53871,20.89586,10.67143,91.04164
MOH-Kalawana,57,0,23.87502,28.48871,21.14586,2.357143,89.30097
MOH-Kalawana,58,9,24.72413,30.303,20.94586,3.485714,84.92216
MOH-Kalawana,59,1,24.83871,31.62443,19.37443,0.228571,77.85917
MOH-Kalawana,60,0,25.32116,31.73157,20.56014,0.357143,78.782
MOH-Kalawana,61,4,25.52353,32.41014,20.36014,0.442857,77.51479
MOH-Kalawana,62,2,24.44497,30.11014,21.46729,15.97143,89.37292
MOH-Kalawana,63,0,25.26253,31.08871,20.903,3.571429,79.91799
MOH-Kalawana,64,1,25.2661,31.13871,21.21014,2.828571,83.80802
MOH-Kalawana,65,2,25.54377,31.99586,21.24586,3.2,83.68742
MOH-Kalawana,66,1,25.1783,31.36728,21.73871,4.985714,86.43043
MOH-Kalawana,67,0,24.51937,30.103,21.92443,14.98571,91.82538
MOH-Kalawana,68,5,24.5652,28.97443,22.36728,11.17143,92.55412
MOH-Kalawana,69,6,25.603,30.92443,22.51729,3.242857,87.7851
MOH-Kalawana,70,7,25.13604,30.953,22.24586,6.228571,90.15522
MOH-Kalawana,71,10,25.08187,30.51729,22.49586,8.5,91.88273
MOH-Kalawana,72,11,25.41014,30.13872,22.76014,7.142857,88.57112
MOH-Kalawana,73,10,24.74913,28.28157,22.84586,13.65714,92.81895
MOH-Kalawana,74,11,24.8399,28.04586,23.08871,9.514285,93.72378
MOH-Kalawana,75,8,24.97473,28.43157,22.93871,12.4,92.34895
MOH-Kalawana,76,13,25.25092,29.51014,22.86014,8.328572,87.65385
MOH-Kalawana,77,7,23.69824,26.78157,22.18157,22.74286,94.6931
MOH-Kalawana,78,2,24.41907,27.66729,22.67443,7.928571,92.08929
MOH-Kalawana,79,7,24.79467,28.59586,22.44586,6.414286,89.5414
MOH-Kalawana,80,4,25.2027,29.053,22.61728,4.7,87.80497
MOH-Kalawana,81,5,24.62681,28.36014,22.23871,9.357142,90.38916
MOH-Kalawana,82,3,23.36133,26.32443,21.99586,28.28572,95.91779
MOH-Kalawana,83,5,24.53752,28.83157,22.21729,7.914286,87.56848
MOH-Kalawana,84,2,24.61461,28.23157,22.52443,8.1,89.30873
MOH-Kalawana,85,5,24.36193,28.29586,22.053,5.071429,87.87329
MOH-Kalawana,86,4,24.01104,27.97443,21.63157,9.157143,89.66658
MOH-Kalawana,87,1,25.07234,29.86728,22.153,3.357143,84.82467
MOH-Kalawana,88,1,24.18842,28.47443,22.03871,13.77143,90.96568
MOH-Kalawana,89,2,24.76848,29.103,22.21729,6.928571,87.87389
MOH-Kalawana,90,1,24.73931,28.56729,22.74586,6.3,88.74689
MOH-Kalawana,91,3,24.02979,27.86014,22.07443,10.12857,92.00645
MOH-Kalawana,92,0,23.94854,27.68871,21.58157,15.08571,91.91167
MOH-Kalawana,93,4,25.0283,29.49586,21.83871,3.871429,85.45398
MOH-Kalawana,94,0,24.67235,30.503,21.51014,8,88.1803
MOH-Kalawana,95,0,23.92978,29.12443,21.79586,20.27143,93.3394
MOH-Kalawana,96,5,24.33871,28.48157,21.82443,5.857143,89.16057
MOH-Kalawana,97,5,25.71223,30.61014,22.18157,1.228572,81.08446
MOH-Kalawana,98,4,24.24258,28.853,21.52443,7.928571,88.37908
MOH-Kalawana,99,4,23.97086,29.12443,21.42443,9.871428,91.85941
MOH-Kalawana,100,0,23.97145,29.21014,21.33871,16.2,91.18488
MOH-Kalawana,101,0,23.17235,26.62443,20.753,39.67142,90.03389
MOH-Kalawana,102,4,24.23961,30.51014,20.86014,5.028572,87.01186
MOH-Kalawana,103,1,23.89437,29.403,20.803,12.07143,89.20054
MOH-Kalawana,104,2,24.16818,29.31729,21.07443,4.371428,87.92543
MOH-Kalawana,105,3,24.77502,30.17443,20.88157,0.714286,82.13054
MOH-Kalawana,106,3,24.38425,30.153,21.553,3.7,87.14124
MOH-Kalmunai North,1,0,26.32708,28.12143,24.5,6.014286,84.9201
MOH-Kalmunai North,2,0,26.37202,28,25,15.15714,79.94987
MOH-Kalmunai North,3,11,26.14405,28.5,23.57143,2.014286,80.83619
MOH-Kalmunai North,4,9,27.25268,29.52857,24.52143,0.971429,70.18694
MOH-Kalmunai North,5,3,26.32292,28.77143,24.15714,6.371429,85.48359
MOH-Kalmunai North,6,8,27.62887,29.77857,25.43571,1.071429,70.1004
MOH-Kalmunai North,7,4,27.67351,29.72143,25.8,4.271428,77.3159
MOH-Kalmunai North,8,5,27.9756,30.88571,25.08571,0.471429,74.89196
MOH-Kalmunai North,9,3,27.84405,30.02857,25.92857,2.442857,75.66013
MOH-Kalmunai North,10,4,27.5625,31.27857,23.69286,0.028571,74.11566
MOH-Kalmunai North,11,4,28.53065,31.77857,25.08571,0.057143,70.51095
MOH-Kalmunai North,12,6,27.83155,30.5,24.61429,2.614286,78.33979
MOH-Kalmunai North,13,1,27.80298,30.24286,25.02857,6.128572,81.8093
MOH-Kalmunai North,14,2,29.40298,32.59286,26.06429,0.385714,75.84927
MOH-Kalmunai North,15,1,28.32113,31.02857,25.46428,7.071429,78.96509
MOH-Kalmunai North,16,0,28.73423,31.46428,25.65,2.457143,80.97459
MOH-Kalmunai North,17,2,29.9994,33.52143,26.26428,0.371429,73.57317
MOH-Kalmunai North,18,1,30.3628,34.44286,26.67143,0.942857,74.49603
MOH-Kalmunai North,19,0,29.87024,33.35714,26.7,0.757143,75.77251
MOH-Kalmunai North,20,1,27.85476,31.44286,25.25714,13.47143,85.51253
MOH-Kalmunai North,21,2,28.94613,33.35,25.95,4.971428,77.30515
MOH-Kalmunai North,22,0,29.48184,33.63572,26.31429,2.214286,78.32183
MOH-Kalmunai North,23,2,29.11696,33.73571,26.00714,2.014286,74.21523
MOH-Kalmunai North,24,0,29.59524,33.75,25.96428,0.614286,71.76752
MOH-Kalmunai North,25,2,29.5747,34.13572,26.06429,3.257143,69.36385
MOH-Kalmunai North,26,1,30.08363,35.22143,26.16429,2.185714,65.47139
MOH-Kalmunai North,27,4,28.99137,32.93571,25.97143,2.257143,75.91498
MOH-Kalmunai North,28,1,29.09405,33.32143,25.80714,1.685714,73.82875
MOH-Kalmunai North,29,2,30.99673,36.26429,26.21428,0.042857,57.23254
MOH-Kalmunai North,30,5,30.77946,35.96429,26.66429,0.657143,62.36526
MOH-Kalmunai North,31,3,29.47798,33.15,26.32857,2.571429,71.9697
MOH-Kalmunai North,32,1,28.17292,31.58571,25.22143,3.857143,80.59074
MOH-Kalmunai North,33,1,28.15,31.75,25.21428,4.285714,78.77275
MOH-Kalmunai North,34,1,28.30952,32.23571,25.53572,2.314286,75.44668
MOH-Kalmunai North,35,0,29.02024,33.79286,25.57857,4.971428,68.29594
MOH-Kalmunai North,36,2,29.18006,33.70715,25.35,2.314286,71.08102
MOH-Kalmunai North,37,0,29.76607,34.42857,26,2.257143,68.52352
MOH-Kalmunai North,38,0,29.5378,34.77143,25.17857,1.628571,67.24687
MOH-Kalmunai North,39,0,29.14286,33.07857,25.7,2.671428,72.37334
MOH-Kalmunai North,40,0,28.4,32.08572,25.53572,2.357143,76.95158
MOH-Kalmunai North,41,0,26.25744,28.99286,24.32857,15.27143,87.04112
MOH-Kalmunai North,42,0,27.17232,30.10714,24.56429,5.942857,84.84942
MOH-Kalmunai North,43,2,26.48809,29.58571,24.1,13.75714,87.45265
MOH-Kalmunai North,44,2,26.39048,29.14286,24.32857,8.714285,88.2793
MOH-Kalmunai North,45,2,26.42232,29.40714,24,8.271429,84.17744
MOH-Kalmunai North,46,3,26.76875,29.71428,24.2,5.828571,84.86339
