Province,District,moh_area,week,cases,avg_temperature_2m_mean,avg_temperature_2m_max,avg_temperature_2m_min,avg_precipitation_sum,avg_relative_humidity_2m_mean
Uva Province,Monaragala RDHS,MOH-Bibile,32,0,27.52158546,34.00878525,23.75164413,7.342857361,75.82117462
Uva Province,Monaragala RDHS,MOH-Bibile,33,0,26.38705826,31.27307129,23.64449883,16.1428566,86.02272034
Uva Province,Monaragala RDHS,MOH-Bibile,34,0,26.36592674,31.10164261,23.25878525,10.31428528,82.55896759
Uva Province,Monaragala RDHS,MOH-Bibile,35,0,27.66979599,33.40164566,23.82307053,0.2142857164,71.81198883
Uva Province,Monaragala RDHS,MOH-Bibile,36,0,28.142416,34.1373558,24.05878639,0.657142818,68.73326111
Uva Province,Monaragala RDHS,MOH-Bibile,37,0,28.91503525,35.58021545,24.20164299,2.628571272,66.3229599
Uva Province,Monaragala RDHS,MOH-Bibile,38,0,29.01503563,36.08736038,23.54449844,0.07142857462,56.15571213
Uva Province,Monaragala RDHS,MOH-Bibile,39,0,28.38914299,35.48735809,23.65164185,4.37142849,66.38204193
Uva Province,Monaragala RDHS,MOH-Bibile,40,0,27.13110542,33.88021469,23.40878487,4.614285946,76.72681427
Uva Province,Monaragala RDHS,MOH-Bibile,41,1,25.23646355,30.16592789,22.96592712,16.52857208,88.00328064
Uva Province,Monaragala RDHS,MOH-Bibile,42,2,26.52217674,31.87307358,22.83021355,2.585714579,79.11774445
Uva Province,Monaragala RDHS,MOH-Bibile,43,4,25.78348923,30.53021431,22.85878372,6.871428967,86.26984406
Uva Province,Monaragala RDHS,MOH-Bibile,44,4,25.33914185,30.23735619,22.73021317,10.64285755,87.02046967
Uva Province,Monaragala RDHS,MOH-Bibile,45,7,25.10432053,29.42307091,22.33021355,8.62857151,84.1481781
Uva Province,Monaragala RDHS,MOH-Bibile,46,3,25.13676262,29.61592674,22.53021431,7.971428871,86.6308136
Uva Province,Monaragala RDHS,MOH-Bibile,47,5,24.20610619,27.84449959,22.21592903,16.24285698,91.74036407
Uva Province,Monaragala RDHS,MOH-Bibile,48,0,24.44479561,27.15164185,22.60164261,37.04285812,86.16346741
Uva Province,Monaragala RDHS,MOH-Bibile,49,2,25.05908203,28.56592941,21.99450111,1.071428657,80.77765656
Uva Province,Monaragala RDHS,MOH-Bibile,50,2,24.50074768,28.30164146,22.18735695,13.37142849,87.91825104
Uva Province,Monaragala RDHS,MOH-Bibile,51,1,24.71682167,28.33021355,22.45164299,14.87142944,89.05921936
Uva Province,Monaragala RDHS,MOH-Bibile,52,5,24.59003258,28.40164185,21.59449959,4.585713863,83.55930328
Uva Province,Monaragala RDHS,MOH-Bibile,53,3,23.60179138,26.06949997,22.34449959,38.25,93.98891449
Uva Province,Monaragala RDHS,MOH-Bibile,54,1,23.66087,26.61593,21.40878,9.385715,85.0816
Uva Province,Monaragala RDHS,MOH-Bibile,55,5,23.40878,25.85164,21.86593,18.32857,92.95311
Uva Province,Monaragala RDHS,MOH-Bibile,56,1,23.19599,25.55879,21.86593,31.11429,93.82517
Uva Province,Monaragala RDHS,MOH-Bibile,57,5,23.55105,26.51593,21.4445,8.9,88.01676
Uva Province,Monaragala RDHS,MOH-Bibile,58,2,24.1073,27.97307,21.36593,6.714286,87.06067
Uva Province,Monaragala RDHS,MOH-Bibile,59,1,24.04956,27.93736,20.86593,1.6,83.09863
Uva Province,Monaragala RDHS,MOH-Bibile,60,0,24.57515,29.2945,20.55879,1.271428,80.13688
Uva Province,Monaragala RDHS,MOH-Bibile,61,0,25.057,29.8445,21.10164,4.542857,78.3418
Uva Province,Monaragala RDHS,MOH-Bibile,62,1,24.12158,27.58021,21.81593,22.65714,89.63746
Uva Province,Monaragala RDHS,MOH-Bibile,63,1,24.96414,29.35164,21.33021,6.442857,74.2005
Uva Province,Monaragala RDHS,MOH-Bibile,64,0,25.45164,29.35878,22.47307,3.728571,83.88129
Uva Province,Monaragala RDHS,MOH-Bibile,65,5,25.76325,30.28736,22.85164,4.3,83.89675
Uva Province,Monaragala RDHS,MOH-Bibile,66,0,25.7314,30.75164,22.68736,2.914286,82.10146
Uva Province,Monaragala RDHS,MOH-Bibile,67,4,25.28498,30.02307,22.50164,7.628571,87.71345
Uva Province,Monaragala RDHS,MOH-Bibile,68,1,26.17307,30.92307,23.16593,6.871429,83.03241
Uva Province,Monaragala RDHS,MOH-Bibile,69,3,26.55432,31.5445,23.67307,3.057143,82.05534
Uva Province,Monaragala RDHS,MOH-Bibile,70,1,25.93587,31.21593,22.9945,8.371428,85.369
Uva Province,Monaragala RDHS,MOH-Bibile,71,0,26.55521,31.5945,23.3945,3.8,82.9351
Uva Province,Monaragala RDHS,MOH-Bibile,72,2,27.61295,33.00879,23.35164,0.628571,75.35632
Uva Province,Monaragala RDHS,MOH-Bibile,73,1,27.61235,32.80164,24.17307,2.142857,76.35374
Uva Province,Monaragala RDHS,MOH-Bibile,74,0,28.56831,33.57307,24.81593,0.757143,70.87843
Uva Province,Monaragala RDHS,MOH-Bibile,75,4,28.93557,34.4445,24.06593,0.714286,65.32517
Uva Province,Monaragala RDHS,MOH-Bibile,76,1,28.78468,34.92307,23.85879,0.371429,62.75063
Uva Province,Monaragala RDHS,MOH-Bibile,77,1,27.77456,32.61593,24.28736,0.7,71.56598
Uva Province,Monaragala RDHS,MOH-Bibile,78,1,28.50789,33.85879,23.80879,0.671429,64.9391
Uva Province,Monaragala RDHS,MOH-Bibile,79,2,28.85343,34.61593,24.07307,0.6,58.988
Uva Province,Monaragala RDHS,MOH-Bibile,80,0,29.10551,34.70164,23.73736,0.528571,55.93101
Uva Province,Monaragala RDHS,MOH-Bibile,81,1,29.15819,34.60879,24.73736,0.3,58.767
Uva Province,Monaragala RDHS,MOH-Bibile,82,1,27.68646,31.65879,24.95164,2.771429,67.85976
Uva Province,Monaragala RDHS,MOH-Bibile,83,1,27.96593,33.35879,24.00879,3.057143,63.90269
Uva Province,Monaragala RDHS,MOH-Bibile,84,2,27.14569,32.45164,23.53736,5.714286,76.42018
Uva Province,Monaragala RDHS,MOH-Bibile,85,1,27.15819,32.58736,22.81593,0.714286,69.80102
Uva Province,Monaragala RDHS,MOH-Bibile,86,0,28.19123,33.45164,23.56593,0,58.16286
Uva Province,Monaragala RDHS,MOH-Bibile,87,0,28.65253,35.47307,23.35879,0.5,59.40648
Uva Province,Monaragala RDHS,MOH-Bibile,88,0,29.0445,35.31593,24.12307,0.757143,58.08037
Uva Province,Monaragala RDHS,MOH-Bibile,89,0,28.47128,35.52308,23.41593,4.385715,62.4805
Uva Province,Monaragala RDHS,MOH-Bibile,90,0,27.58409,33.93736,23.58021,2.671429,70.24489
Uva Province,Monaragala RDHS,MOH-Bibile,91,1,27.0823,32.58736,23.32307,3.857143,74.01408
Uva Province,Monaragala RDHS,MOH-Bibile,92,2,28.03736,34.38736,23.36593,0.214286,62.97492
Uva Province,Monaragala RDHS,MOH-Bibile,93,0,27.25224,33.68021,23.17307,7.128572,70.17131
Uva Province,Monaragala RDHS,MOH-Bibile,94,0,25.67605,30.53021,22.90878,5.942857,82.80117
Uva Province,Monaragala RDHS,MOH-Bibile,95,0,24.76652,29.13021,22.67307,22.31429,90.24506
Uva Province,Monaragala RDHS,MOH-Bibile,96,0,25.86652,29.68736,22.86593,0.357143,77.96296
Uva Province,Monaragala RDHS,MOH-Bibile,97,1,27.12515,32.3445,22.90878,0.385714,71.56612
Uva Province,Monaragala RDHS,MOH-Bibile,98,0,25.71623,31.00164,22.36593,5.357143,80.11185
Uva Province,Monaragala RDHS,MOH-Bibile,99,0,23.9439,27.38021,22.31593,16.44286,91.44908
Uva Province,Monaragala RDHS,MOH-Bibile,100,1,23.83647,27.20164,22.11593,30.82857,91.85228
Uva Province,Monaragala RDHS,MOH-Bibile,101,1,24.3076,27.78021,21.68021,32.18572,85.31425
Uva Province,Monaragala RDHS,MOH-Bibile,102,1,24.24747,28.10164,21.85878,12.45714,87.18855
Uva Province,Monaragala RDHS,MOH-Bibile,103,3,23.47754,26.87307,21.78736,13.28571,90.9578
Uva Province,Monaragala RDHS,MOH-Bibile,104,1,23.39093,25.75164,21.96593,15.54286,91.2703
Uva Province,Monaragala RDHS,MOH-Bibile,105,2,23.69926,26.77307,21.65164,3.257143,87.12317
Uva Province,Monaragala RDHS,MOH-Bibile,106,1,24.08825,28.3945,21.6945,15.4,91.38277
North Western Province,Kurunegala RDHS,MOH-Bingiriya,1,0,26.10119057,30.77857018,23.35000038,7,84.2934494
North Western Province,Kurunegala RDHS,MOH-Bingiriya,2,4,25.79434395,30.12857056,22.92142868,7.328571796,81.84482574
North Western Province,Kurunegala RDHS,MOH-Bingiriya,3,4,25.64702225,30.4285717,22.05714226,2.028571367,81.00926208
North Western Province,Kurunegala RDHS,MOH-Bingiriya,4,1,26.3392849,31.64999962,21.83571434,0.08571428806,72.77514648
North Western Province,Kurunegala RDHS,MOH-Bingiriya,5,0,26.65654564,31.80714417,22.9285717,5.157143116,80.74549866
North Western Province,Kurunegala RDHS,MOH-Bingiriya,6,2,27.12678719,32.84285736,22.41428566,0.1571428627,70.06309509
North Western Province,Kurunegala RDHS,MOH-Bingiriya,7,0,27.85267639,33.17856979,23.86428642,1.357142806,72.12554169
North Western Province,Kurunegala RDHS,MOH-Bingiriya,8,3,28.40297508,35.24285507,23.7142849,0.8571429253,72.25086212
North Western Province,Kurunegala RDHS,MOH-Bingiriya,9,0,28.95863152,35.29285812,24.26428604,0.2285714298,65.47307587
North Western Province,Kurunegala RDHS,MOH-Bingiriya,10,1,28.33005905,36.38571548,22.8571434,0.08571428806,69.85688782
North Western Province,Kurunegala RDHS,MOH-Bingiriya,11,0,28.87916756,36.52857208,23.59285545,0.1428571492,71.21633148
North Western Province,Kurunegala RDHS,MOH-Bingiriya,12,0,28.28601265,36.5357132,23.75714302,6.014285564,74.1909256
North Western Province,Kurunegala RDHS,MOH-Bingiriya,13,0,28.35922623,34.97857285,24.18571472,3.857142925,78.27948761
North Western Province,Kurunegala RDHS,MOH-Bingiriya,14,1,28.37321472,34.04285812,24.42142868,3.32857132,81.87019348
North Western Province,Kurunegala RDHS,MOH-Bingiriya,15,0,28.32708359,35.01428604,24.37142944,11.08571434,78.6603775
North Western Province,Kurunegala RDHS,MOH-Bingiriya,16,0,27.93452454,33.07143021,24.45714188,4.528571606,84.21753693
North Western Province,Kurunegala RDHS,MOH-Bingiriya,17,0,28.75119019,34.70714188,24.8928566,2.17142868,81.768013
North Western Province,Kurunegala RDHS,MOH-Bingiriya,18,1,28.72232056,33.6428566,25.32857132,3.785714388,83.62538147
North Western Province,Kurunegala RDHS,MOH-Bingiriya,19,0,28.1785717,33.41428375,25.04285812,11.64285755,84.76502228
North Western Province,Kurunegala RDHS,MOH-Bingiriya,20,2,26.61696434,30.93571472,24.34285545,26.69999886,90.58256531
North Western Province,Kurunegala RDHS,MOH-Bingiriya,21,1,26.52380753,29.63571358,24.82857132,27.67143059,89.60871887
North Western Province,Kurunegala RDHS,MOH-Bingiriya,22,1,27.09315491,30.2857151,24.43571472,11.74285793,88.35577393
North Western Province,Kurunegala RDHS,MOH-Bingiriya,23,0,27.01964378,30.14999962,24.45714188,3.871428728,85.02011871
North Western Province,Kurunegala RDHS,MOH-Bingiriya,24,0,27.39226151,30.40714455,25.05714226,3.342857361,83.56964874
North Western Province,Kurunegala RDHS,MOH-Bingiriya,25,1,26.69494057,29.89999962,24.55714226,8.714285851,85.9033432
North Western Province,Kurunegala RDHS,MOH-Bingiriya,26,4,26.81428528,29.84285545,24.3214283,5.699999809,85.13816833
North Western Province,Kurunegala RDHS,MOH-Bingiriya,27,1,26.7410717,29.59285545,24.3214283,5.142857075,86.11460114
North Western Province,Kurunegala RDHS,MOH-Bingiriya,28,0,27.04642868,29.92142868,24.77857018,4.914286137,83.63240814
North Western Province,Kurunegala RDHS,MOH-Bingiriya,29,0,27.20803452,29.63571358,25.32857132,6.642857075,83.7779541
North Western Province,Kurunegala RDHS,MOH-Bingiriya,30,2,27.69999886,30.65714455,25.6785717,1.199999928,82.52003479
North Western Province,Kurunegala RDHS,MOH-Bingiriya,31,0,26.9866066,30.14999962,24.5,4.500000477,84.16756439
North Western Province,Kurunegala RDHS,MOH-Bingiriya,32,3,27.05535889,30.35000038,24.64999962,3.485714197,83.18547821
North Western Province,Kurunegala RDHS,MOH-Bingiriya,33,1,26.28690529,29.99285698,23.8571434,13.44285774,87.46494293
North Western Province,Kurunegala RDHS,MOH-Bingiriya,34,2,26.2589283,29.6071434,23.8571434,5.285714149,85.26551819
North Western Province,Kurunegala RDHS,MOH-Bingiriya,35,2,26.60536003,29.75,24.15714455,8.485714912,82.87573242
North Western Province,Kurunegala RDHS,MOH-Bingiriya,36,0,26.96458244,29.84285545,24.5357151,7.785714626,83.36830902
North Western Province,Kurunegala RDHS,MOH-Bingiriya,37,0,26.93779564,30.32857132,24.1785717,5.585714817,83.59766388
North Western Province,Kurunegala RDHS,MOH-Bingiriya,38,0,27.21279907,30.37142944,24.41428566,4.257142544,80.40661621
North Western Province,Kurunegala RDHS,MOH-Bingiriya,39,0,27.0892849,31.4285717,24.27142715,6,83.00804901
North Western Province,Kurunegala RDHS,MOH-Bingiriya,40,0,26.98095131,31.50714302,23.9642849,3.271428585,83.48048401
North Western Province,Kurunegala RDHS,MOH-Bingiriya,41,0,25.12976265,28.41428566,22.87857056,16.41428566,90.58512878
North Western Province,Kurunegala RDHS,MOH-Bingiriya,42,0,25.875,29.34285545,23.3928566,7.128571033,87.56485748
North Western Province,Kurunegala RDHS,MOH-Bingiriya,43,1,25.40357018,29.1785717,23,15.82857227,89.7338028
North Western Province,Kurunegala RDHS,MOH-Bingiriya,44,1,25.79583359,30.5357151,23.01428604,12.12857246,88.63570404
North Western Province,Kurunegala RDHS,MOH-Bingiriya,45,1,25.69761848,30.6428566,22.60000038,10.19999886,86.0011673
North Western Province,Kurunegala RDHS,MOH-Bingiriya,46,1,25.61339188,30.20714188,22.77857018,8.100000381,90.29508209
North Western Province,Kurunegala RDHS,MOH-Bingiriya,47,0,25.05059624,29.35000038,22.76428604,15.54285717,92.39678192
North Western Province,Kurunegala RDHS,MOH-Bingiriya,48,1,24.59226036,26.99285698,22.87142944,35.3571434,90.85801697
North Western Province,Kurunegala RDHS,MOH-Bingiriya,49,0,26.03154945,30.36428642,22.64999962,0.9857143164,83.43659973
North Western Province,Kurunegala RDHS,MOH-Bingiriya,50,1,25.22589302,29.24285698,22.6071434,7.614285946,89.49388885
North Western Province,Kurunegala RDHS,MOH-Bingiriya,51,0,25.22470093,28.44285583,22.86428642,7.885714531,92.258255
North Western Province,Kurunegala RDHS,MOH-Bingiriya,52,0,25.14464188,29.61428642,21.54285812,3.314285755,86.29676056
North Western Province,Kurunegala RDHS,MOH-Bingiriya,53,1,25.20416832,28.64999962,23.22499847,11.55000019,91.13174438
North Western Province,Kurunegala RDHS,MOH-Bingiriya,54,2,24.96012,28.77143,21.93571,2.4,80.78999
North Western Province,Kurunegala RDHS,MOH-Bingiriya,55,1,25.07143,28.85,22.38571,10.95714,86.60647
North Western Province,Kurunegala RDHS,MOH-Bingiriya,56,0,24.64792,27.62857,22.64286,11.1,89.8841
North Western Province,Kurunegala RDHS,MOH-Bingiriya,57,0,24.95863,28.8,22.05,3.428571,84.24818
North Western Province,Kurunegala RDHS,MOH-Bingiriya,58,0,25.57381,29.99286,22.12857,4.557143,83.44989
North Western Province,Kurunegala RDHS,MOH-Bingiriya,59,0,25.94077,30.98571,21.74286,0.085714,76.17506
North Western Province,Kurunegala RDHS,MOH-Bingiriya,60,6,26.76607,32.66429,21.41429,0.085714,70.45165
North Western Province,Kurunegala RDHS,MOH-Bingiriya,61,2,27.82649,33.67143,22.75,0.128571,66.30855
North Western Province,Kurunegala RDHS,MOH-Bingiriya,62,0,26.26726,31.74286,23.2,7.785714,83.97932
North Western Province,Kurunegala RDHS,MOH-Bingiriya,63,1,26.71339,32.45,22.07143,6.228572,77.76945
North Western Province,Kurunegala RDHS,MOH-Bingiriya,64,0,26.1369,31.07143,22.59286,4.900001,87.00574
North Western Province,Kurunegala RDHS,MOH-Bingiriya,65,1,26.66964,32.92857,23.02143,5.571429,86.04617
North Western Province,Kurunegala RDHS,MOH-Bingiriya,66,0,27.17262,32.25,22.87857,2,80.07696
North Western Province,Kurunegala RDHS,MOH-Bingiriya,67,0,25.90119,31.15714,22.87857,14.32857,90.05304
North Western Province,Kurunegala RDHS,MOH-Bingiriya,68,2,26.16518,30.16429,23.46428,4.1,88.8503
North Western Province,Kurunegala RDHS,MOH-Bingiriya,69,0,27.59405,32.29286,23.90714,2.171428,82.15643
North Western Province,Kurunegala RDHS,MOH-Bingiriya,70,1,27.09315,31.89286,23.97143,6.214286,84.7154
North Western Province,Kurunegala RDHS,MOH-Bingiriya,71,0,27.36964,31.82857,24.13571,2.428571,84.06992
North Western Province,Kurunegala RDHS,MOH-Bingiriya,72,1,27.84881,32.10714,24.28572,3.357143,80.85081
North Western Province,Kurunegala RDHS,MOH-Bingiriya,73,0,27.01369,30.57143,24.15,8.042857,86.13568
North Western Province,Kurunegala RDHS,MOH-Bingiriya,74,0,27.11458,29.95,24.82857,7.085714,87.38582
North Western Province,Kurunegala RDHS,MOH-Bingiriya,75,1,27.41518,30.12143,25.07143,6.214286,85.73413
North Western Province,Kurunegala RDHS,MOH-Bingiriya,76,1,27.25655,30.39286,24.56429,4.5,83.61733
North Western Province,Kurunegala RDHS,MOH-Bingiriya,77,1,25.86339,28.57857,23.86429,16.8,89.89738
North Western Province,Kurunegala RDHS,MOH-Bingiriya,78,0,27.10387,29.61429,24.82857,3.057143,85.2221
North Western Province,Kurunegala RDHS,MOH-Bingiriya,79,0,26.89792,29.83571,24.36429,2.828571,84.66848
North Western Province,Kurunegala RDHS,MOH-Bingiriya,80,0,27.96012,30.92143,25.52857,1.557143,79.45484
North Western Province,Kurunegala RDHS,MOH-Bingiriya,81,0,28.17441,31.5,25.4,1.985714,77.9248
North Western Province,Kurunegala RDHS,MOH-Bingiriya,82,0,26.93184,29.81429,25.08571,4.028571,81.73898
North Western Province,Kurunegala RDHS,MOH-Bingiriya,83,5,26.57738,30.08571,24.00714,2.942857,82.97199
North Western Province,Kurunegala RDHS,MOH-Bingiriya,84,0,27.07024,30.87857,24.42857,3.914286,82.36492
North Western Province,Kurunegala RDHS,MOH-Bingiriya,85,0,27.02559,30.80714,24.17857,2,79.27211
North Western Province,Kurunegala RDHS,MOH-Bingiriya,86,0,27.15387,30.27143,24.44286,3.5,78.67155
North Western Province,Kurunegala RDHS,MOH-Bingiriya,87,0,27.76845,32.42143,24.40714,1.671429,77.66924
North Western Province,Kurunegala RDHS,MOH-Bingiriya,88,0,27.28631,30.71428,24.74286,3.742857,80.25478
North Western Province,Kurunegala RDHS,MOH-Bingiriya,89,0,27.58839,31.82857,24.56429,3.6,78.39819
North Western Province,Kurunegala RDHS,MOH-Bingiriya,90,0,27.63542,31.59286,24.62143,3.057143,78.04617
North Western Province,Kurunegala RDHS,MOH-Bingiriya,91,0,26.17024,29.67143,23.14286,6.457143,85.71043
North Western Province,Kurunegala RDHS,MOH-Bingiriya,92,0,26.44107,29.42143,24.16429,11.3,85.57877
North Western Province,Kurunegala RDHS,MOH-Bingiriya,93,1,26.80833,30.85,23.8,3.742857,83.87316
North Western Province,Kurunegala RDHS,MOH-Bingiriya,94,1,27.04435,32.63572,23.51429,6.242858,79.64434
North Western Province,Kurunegala RDHS,MOH-Bingiriya,95,0,25.15774,29.58571,23.04286,33.47143,92.93446
North Western Province,Kurunegala RDHS,MOH-Bingiriya,96,1,25.5756,28.39286,23.41429,8.757144,89.91557
North Western Province,Kurunegala RDHS,MOH-Bingiriya,97,0,26.57827,30.75,23.4,0.528571,84.43201
North Western Province,Kurunegala RDHS,MOH-Bingiriya,98,1,25.55714,29.79286,22.65714,6.714286,89.29574
North Western Province,Kurunegala RDHS,MOH-Bingiriya,99,0,25.19435,29.65714,22.92143,12.32857,89.67842
North Western Province,Kurunegala RDHS,MOH-Bingiriya,100,1,24.94375,28.82143,22.99286,19.85714,92.50526
North Western Province,Kurunegala RDHS,MOH-Bingiriya,101,0,23.84137,26.56429,21.5,52.1,91.17181
North Western Province,Kurunegala RDHS,MOH-Bingiriya,102,0,25.3622,29.77143,22.52143,6.3,87.37513
North Western Province,Kurunegala RDHS,MOH-Bingiriya,103,0,24.6631,28.70714,22.4,10,89.77818
North Western Province,Kurunegala RDHS,MOH-Bingiriya,104,0,24.93988,28.50714,22.12857,3.585714,84.74783
North Western Province,Kurunegala RDHS,MOH-Bingiriya,105,1,25.12947,28.97143,22.05714,0.714286,84.42985
North Western Province,Kurunegala RDHS,MOH-Bingiriya,106,0,25.05625,28.8,22.6,22,89.92782
Western Province,Gampaha RDHS,MOH-Biyagama,1,12,25.83273697,30.44999886,22.94999886,10.47142887,88.98368073
Western Province,Gampaha RDHS,MOH-Biyagama,2,36,25.80714226,30.1785717,22.97142982,6.657143116,84.32025909
Western Province,Gampaha RDHS,MOH-Biyagama,3,28,25.41607285,30.5714283,21.58571434,4.871428967,84.38152313
Western Province,Gampaha RDHS,MOH-Biyagama,4,18,26.63511848,32.34999847,22.17142868,0.2142857164,76.99892426
Western Province,Gampaha RDHS,MOH-Biyagama,5,23,26.49196434,31.33571434,23.27857018,2.685714483,84.53639984
Western Province,Gampaha RDHS,MOH-Biyagama,6,23,26.58779907,32.70000076,21.81428528,0.5999999642,76.65260315
Western Province,Gampaha RDHS,MOH-Biyagama,7,23,27.82976151,34.18571472,23.89999962,2.642857075,76.03327942
Western Province,Gampaha RDHS,MOH-Biyagama,8,7,27.92261887,33.74285507,23.51428604,0.3142857254,78.3236084
Western Province,Gampaha RDHS,MOH-Biyagama,9,9,28.69137001,34.97857285,24.1428566,1.057142854,71.65502167
Western Province,Gampaha RDHS,MOH-Biyagama,10,14,27.69077492,33.5357132,23.23571396,0.7857143283,76.96633148
Western Province,Gampaha RDHS,MOH-Biyagama,11,18,28.33452225,33.70714188,23.6785717,0.7571429014,74.71434784
Western Province,Gampaha RDHS,MOH-Biyagama,12,13,27.86874962,33.58571625,23.97142982,8.671427727,78.51059723
Western Province,Gampaha RDHS,MOH-Biyagama,13,11,27.8699398,32.86428452,23.9285717,6.342857361,81.36509705
Western Province,Gampaha RDHS,MOH-Biyagama,14,15,28.04493904,33.05714035,24.25714302,3.171428442,81.60251617
Western Province,Gampaha RDHS,MOH-Biyagama,15,12,27.92112923,33.37857056,24.3214283,14.55714226,82.37776184
Western Province,Gampaha RDHS,MOH-Biyagama,16,8,27.69017982,32.20714188,24.49285698,7.342857838,85.92079163
Western Province,Gampaha RDHS,MOH-Biyagama,17,12,28.03601074,32.67856979,24.54285812,2.5,84.54567719
Western Province,Gampaha RDHS,MOH-Biyagama,18,6,28.26904488,32.52857208,25.17142868,6.471428394,85.77638245
Western Province,Gampaha RDHS,MOH-Biyagama,19,13,27.76666641,32.11428452,24.87857056,16.15714073,86.56520081
Western Province,Gampaha RDHS,MOH-Biyagama,20,12,26.69345093,30.37142944,24.3928566,26.12857056,89.75915527
Western Province,Gampaha RDHS,MOH-Biyagama,21,17,26.63065529,28.91428566,25.04285812,43.2857132,89.11891174
Western Province,Gampaha RDHS,MOH-Biyagama,22,10,26.49702454,29.32857132,24.3214283,29.84285545,90.85279083
Western Province,Gampaha RDHS,MOH-Biyagama,23,13,26.8800602,30.07857132,24.35000038,6.700000763,86.01181793
Western Province,Gampaha RDHS,MOH-Biyagama,24,15,27.03214455,29.95714188,24.6071434,6.428571224,86.12006378
Western Province,Gampaha RDHS,MOH-Biyagama,25,15,26.45773697,29.55000114,24.44999886,16.58571434,87.73803711
Western Province,Gampaha RDHS,MOH-Biyagama,26,16,26.52976036,29.35000038,24.34285545,14.41428471,87.54723358
Western Province,Gampaha RDHS,MOH-Biyagama,27,11,26.42023849,29.08571243,24.12857056,11.80000019,88.24950409
Western Province,Gampaha RDHS,MOH-Biyagama,28,35,26.62529564,29.32857132,24.31428528,8.87142849,86.37355804
Western Province,Gampaha RDHS,MOH-Biyagama,29,15,26.81041908,29.59285545,24.52142715,11.42857265,86.46612549
Western Province,Gampaha RDHS,MOH-Biyagama,30,22,27.32678413,30.11428642,24.85000038,8.342856407,84.9465332
Western Province,Gampaha RDHS,MOH-Biyagama,31,22,26.36547661,29.38571358,23.99285698,16.27142715,88.05322266
Western Province,Gampaha RDHS,MOH-Biyagama,32,25,26.63660812,29.36428642,24.3214283,7.871428967,85.73242188
Western Province,Gampaha RDHS,MOH-Biyagama,33,28,25.96101189,28.93571472,23.8928566,22.87142944,89.34722137
Western Province,Gampaha RDHS,MOH-Biyagama,34,18,26.03809738,28.97857285,23.85000038,8.08571434,87.10998535
Western Province,Gampaha RDHS,MOH-Biyagama,35,19,26.31369209,29.31428528,24.10000038,14.77142811,84.90441132
Western Province,Gampaha RDHS,MOH-Biyagama,36,19,26.62887001,29.30000114,24.3214283,17.75714302,85.72719574
Western Province,Gampaha RDHS,MOH-Biyagama,37,16,26.47410774,29.3928566,23.97142982,12.65714359,86.73561859
Western Province,Gampaha RDHS,MOH-Biyagama,38,10,26.68154716,29.79285812,23.6071434,8.08571434,84.59836578
Western Province,Gampaha RDHS,MOH-Biyagama,39,11,26.55119133,30.33571434,24.00714302,8.971428871,86.3339386
Western Province,Gampaha RDHS,MOH-Biyagama,40,13,26.8348217,30.5,24.04999924,4.057142735,84.33727264
Western Province,Gampaha RDHS,MOH-Biyagama,41,15,25.26458359,28.16428566,23.3214283,32.07143021,90.75818634
Western Province,Gampaha RDHS,MOH-Biyagama,42,8,25.88988113,29.02142715,23.67142868,11.27142811,88.03358459
Western Province,Gampaha RDHS,MOH-Biyagama,43,14,25.50476074,28.74285698,23.3214283,15.74285793,89.81645203
Western Province,Gampaha RDHS,MOH-Biyagama,44,14,25.8705349,29.45714188,23.22142982,10.22857189,89.0332489
Western Province,Gampaha RDHS,MOH-Biyagama,45,19,25.66369247,30.02142715,22.52142715,8.885713577,87.07380676
Western Province,Gampaha RDHS,MOH-Biyagama,46,14,25.95714188,30.48571396,22.90714455,8.485714912,88.25071716
Western Province,Gampaha RDHS,MOH-Biyagama,47,20,25.2047596,29.86428642,22.55714226,16.05714417,91.64001465
Western Province,Gampaha RDHS,MOH-Biyagama,48,18,25.18601036,27.82857132,23.27857018,19.64285469,88.23493195
Western Province,Gampaha RDHS,MOH-Biyagama,49,8,26.31190491,30.54285812,22.93571472,2.58571434,82.96577454
Western Province,Gampaha RDHS,MOH-Biyagama,50,9,26.08125114,30.51428604,22.9285717,8.614285469,84.6157608
Western Province,Gampaha RDHS,MOH-Biyagama,51,14,25.76696396,29.32857132,23.25,7.185714722,88.78346252
Western Province,Gampaha RDHS,MOH-Biyagama,52,12,26.14047623,31.15714455,21.8928566,5.37142849,81.56552887
Western Province,Gampaha RDHS,MOH-Biyagama,53,8,25.57604218,31.14999962,22.97500038,15,89.72938538
Western Province,Gampaha RDHS,MOH-Biyagama,54,15,25.39345,29.79286,22.20714,5.5,83.19314
Western Province,Gampaha RDHS,MOH-Biyagama,55,17,25.63185,30.55714,22.49286,12.64286,85.91393
Western Province,Gampaha RDHS,MOH-Biyagama,56,18,25.1497,28.72857,22.91429,14.95714,88.2433
Western Province,Gampaha RDHS,MOH-Biyagama,57,9,25.10714,29.70714,22.22857,8.82857,86.63857
Western Province,Gampaha RDHS,MOH-Biyagama,58,29,25.70863,31.02143,21.94286,4.528572,85.35542
Western Province,Gampaha RDHS,MOH-Biyagama,59,16,26.6875,32.62143,21.75714,0.414286,73.31554
Western Province,Gampaha RDHS,MOH-Biyagama,60,15,27.85982,34.07857,23.07143,0.328571,72.75344
