Province,District,moh_area,week,cases,avg_temperature_2m_mean,avg_temperature_2m_max,avg_temperature_2m_min,avg_precipitation_sum,avg_relative_humidity_2m_mean
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,1,5,25.88630867,28.27857018,23.9642849,7.62857151,87.35742188
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,2,3,25.95595169,28.04285812,24.2857151,16.32857132,82.07137299
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,3,8,25.66279793,28.63571358,22.8214283,2.471428633,83.07988739
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,4,11,26.67470169,29.4642849,23.37857056,0.7428570986,72.72145844
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,5,4,26.04642868,29.22857285,23.54285812,6.642857075,86.89940643
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,6,3,27.08244133,29.63571358,24.37857056,0.8857142329,73.09284973
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,7,5,27.39345169,29.87857056,25.1785717,2.771428585,78.92794037
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,8,1,27.47053528,30.72142982,24.3928566,0.6000000238,77.9595108
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,9,4,27.55803871,30.40714455,25.11428642,1.985714316,76.65024567
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,10,4,27.09375,31.50714302,23.00714302,0.07142857462,76.44051361
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,11,4,28.05059433,31.87142944,24.07857132,0.02857142873,72.98697662
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,12,6,27.65654564,31.05000114,24.12857246,2.971428394,78.66326904
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,13,2,27.60029602,30.75,24.43571472,5.871428967,82.35661316
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,14,2,29.01577377,32.48571396,25.68571472,0.7714285851,78.51744843
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,15,2,28.07351303,31.33571434,25.02142715,8.800000191,80.45875549
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,16,1,28.5273838,31.50714302,25.1428566,1.485714197,82.32141113
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,17,4,29.48690605,33.18571472,25.75,0.4285714328,77.06175232
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,18,0,30.08184624,34.17142868,26.61428642,1.385714293,76.41841888
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,19,0,29.62767982,33.45714188,26.33571434,2.642857075,77.2610321
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,20,2,27.68214417,31.5714283,25.02857018,16.68571472,86.52477264
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,21,1,28.8922596,33.1071434,26.00714302,4.214285851,76.83390045
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,22,2,29.26309395,33.61428452,25.98571396,2.32857132,78.54999542
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,23,2,29.10000038,33.54999924,26.05714226,1.814285636,73.76646423
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,24,0,29.88244057,34.77857208,26.1428566,0.7857142687,69.05110931
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,25,2,30.01666641,35.15000153,26.40714455,2.599999905,65.95989227
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,26,1,29.88571548,35.12142563,26.12142944,0.7142857313,66.85608673
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,27,2,29.22857094,34.11428452,26.05714226,3.828571558,73.53410339
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,28,0,29.15297508,33.52857208,25.7142849,2.128571272,72.74723053
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,29,3,30.77083015,36.19285965,26.22142982,0.01428571437,59.37930298
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,30,0,30.81011963,36.2857132,26.52857018,1.299999952,63.14511871
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,31,1,29.54732132,33.84285736,26.37857056,2.04285717,69.94290924
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,32,0,28.09642601,32.02142715,25.1428566,3,80.00800323
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,33,2,28.07261848,31.91428566,25.23571396,6.900000095,78.40907288
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,34,4,28.4113102,32.5357132,25.49285698,2.657142878,73.9101181
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,35,0,29.0574398,34.79285812,25.68571472,3.028571606,68.27015686
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,36,1,29.4407711,34.70000076,25.59285545,2.214285612,68.73555756
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,37,0,30.125,35.80714035,26.19285774,2.571428537,66.17919159
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,38,1,29.62708473,34.92142868,25.22857285,1.128571391,66.65376282
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,39,0,29.12142754,33.97142792,25.5,3.842856884,72.50405121
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,40,1,28.47678566,32.81428528,25.4285717,3.828571796,75.55821228
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,41,0,26.12619019,29.47857285,24.09285545,14.38571358,88.01707458
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,42,0,27.00595284,30.63571358,24.20714188,5.37142849,85.1138916
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,43,0,26.47291565,30.20714188,23.91428566,14.97142887,87.43874359
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,44,0,26.26309395,29.86428642,23.79285812,13.71428585,88.44327545
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,45,0,26.23690414,29.76428604,23.64999962,6.085714817,84.53156281
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,46,3,26.63571358,29.65714455,23.98571587,7.414286137,85.26256561
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,47,2,25.82648849,28.87857056,23.50714302,15.17142963,87.86238098
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,48,1,25.69047546,28.2857151,23.55000114,39.1428566,86.19554138
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,49,1,26.40476418,29.1428566,23.65714455,0.5857143402,83.31578827
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,50,0,25.90297508,28.8214283,23.7857151,9.500000954,85.88018036
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,51,1,25.84255981,29.05714226,23.52857018,17,89.42457581
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,52,1,25.78333473,28.8571434,23.07857132,2.700000286,86.5841217
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,53,0,25.12395859,27.20000076,23.875,30.85000038,91.63002777
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,54,2,25.44881,27.83571,23.22857,8.185715,80.70685
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,55,1,24.99553,27.00714,23.44286,23.02857,90.44703
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,56,1,25.23572,27.16429,23.82857,21.77143,87.96706
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,57,1,25.57024,27.85,23.57857,5.942857,81.60144
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,58,0,25.95,28.48571,23.67143,4.457143,83.53111
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,59,0,26.42083,29.15714,23.55,0.614286,75.7137
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,60,1,26.55774,29.85714,22.97857,0.614286,75.2664
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,61,0,27.22024,30.14286,23.82143,2.2,73.51653
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,62,0,26.1003,29.05,23.82143,23.3,85.77715
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,63,2,26.09107,29.48571,22.97143,7.828571,81.94029
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,64,0,27.15208,30.04286,24.06429,3.814286,82.65301
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,65,0,27.91191,30.96428,24.82143,2.042857,79.45156
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,66,0,27.09702,30.69286,23.80714,3.985714,81.60314
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,67,1,26.74405,30.72857,24.05,13.48571,84.84167
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,68,0,27.65774,31.6,24.39286,4.328572,81.64984
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,69,1,28.0372,32.31429,24.72857,3.685714,81.98113
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,70,2,27.46071,31.62857,24.62857,5.614285,83.69367
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,71,0,27.49792,31.34286,24.60714,5.557143,84.5045
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,72,2,28.42232,32.2,24.87857,1.3,80.81053
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,73,0,28.1128,31.93571,25.11429,6.7,81.79157
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,74,1,28.84911,32.34286,25.67857,1.2,78.1058
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,75,3,29.28423,33.38572,25.66429,1.728572,74.71535
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,76,0,28.77292,33.1,25.08571,1.9,76.16732
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,77,1,28.65506,32.42143,25.78572,2.142857,71.81972
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,78,2,28.85595,32.99286,25.06429,0.942857,75.66577
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,79,2,28.95893,33.03571,25.25714,2.071429,74.99325
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,80,1,29.23363,34.15714,25.36429,1.671429,71.12872
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,81,2,29.41072,34.07857,25.42857,1.414286,70.65303
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,82,2,29.07351,33.45,25.45,1.257143,68.44384
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,83,1,29.84673,35.03571,25.77857,0.571429,61.91064
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,84,1,28.41905,32.52143,25.33571,5.385715,76.7439
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,85,1,28.81458,33.11428,25.08571,0.9,69.01459
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,86,0,29.67083,35.17143,25.05714,1.642857,60.90146
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,87,1,29.35536,34.52143,25.32857,1.042857,69.3489
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,88,0,29.79613,34.77143,25.64286,4.728571,65.49001
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,89,1,28.98393,34.06429,24.93571,4.171428,72.17165
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,90,5,28.79226,33.44286,25.34286,4.128572,71.77966
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,91,1,28.88601,33.49286,25.44286,4.242857,70.60025
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,92,3,29.20595,35.01429,25.45,3.485714,66.84547
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,93,2,28.23036,33.07143,24.79286,8.371428,74.84557
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,94,3,27.84494,32.04286,24.45714,2.357143,76.71935
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,95,3,26.70208,30.34286,24.2,20.52857,84.62682
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,96,1,27.74613,31.91429,24.29286,1.657143,75.93801
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,97,1,28.07203,31.86429,24.23572,0.357143,77.55058
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,98,3,26.86547,31.35714,24.12857,10.48571,81.68086
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,99,0,25.42679,29.24286,23.4,23.3,88.73915
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,100,0,25.49167,28.17143,23.42857,32.58572,88.45239
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,101,1,25.48452,28.54286,23.08571,20.77143,86.65633
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,102,1,25.69405,28.92143,23.47857,8.157144,86.51665
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,103,0,25.06399,27.84286,22.96428,9.871428,88.38641
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,104,2,25.31935,27.25714,23.35,9.885714,85.8549
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,105,0,25.46161,27.99286,23.17143,2.028571,83.63087
Eastern Province,Kalmunai RDHS,MOH-Addalachchenai,106,0,25.05,28.95,23,15.3,90.31021
Western Province,Kalutara RDHS,MOH-Agalawatta,1,0,25.47678566,29.80714226,22.8214283,16.34285736,88.41287994
Western Province,Kalutara RDHS,MOH-Agalawatta,2,7,25.48750114,29.1785717,22.77857018,6.985713959,86.58429718
Western Province,Kalutara RDHS,MOH-Agalawatta,3,5,25.54077339,30.27857018,22.14999962,3.128571272,83.0952301
Western Province,Kalutara RDHS,MOH-Agalawatta,4,2,26.26904678,31.50714302,22.20714188,0.5857143402,80.28299713
Western Province,Kalutara RDHS,MOH-Agalawatta,5,3,26.15595055,30.83571434,23.2857151,11.32857227,85.97499847
Western Province,Kalutara RDHS,MOH-Agalawatta,6,1,26.3386879,31.36428642,22.12857056,0.5285714269,80.55954742
Western Province,Kalutara RDHS,MOH-Agalawatta,7,2,27.32023811,32.67856979,23.33571434,1.600000024,78.75236511
Western Province,Kalutara RDHS,MOH-Agalawatta,8,0,27.93035698,34,23.69999886,1.300000072,74.94726563
Western Province,Kalutara RDHS,MOH-Agalawatta,9,0,28.32023811,34.16428375,24.2857151,1.58571434,72.80280304
Western Province,Kalutara RDHS,MOH-Agalawatta,10,4,27.98631096,33.72857285,24.29285812,1.757142782,73.75592804
Western Province,Kalutara RDHS,MOH-Agalawatta,11,1,28.3699398,34.23571396,24.11428642,1.37142849,71.11817932
Western Province,Kalutara RDHS,MOH-Agalawatta,12,0,27.9553566,34.02857208,24.59285545,8.557143211,74.87909698
Western Province,Kalutara RDHS,MOH-Agalawatta,13,1,27.45029831,32.23571396,24.19285774,5.599999905,81.88313293
Western Province,Kalutara RDHS,MOH-Agalawatta,14,0,27.44107056,32.37142944,24.38571358,6.714285851,82.95552826
Western Province,Kalutara RDHS,MOH-Agalawatta,15,1,27.66934395,33.0357132,24.47857285,10.22857189,80.55503845
Western Province,Kalutara RDHS,MOH-Agalawatta,16,0,27.31041527,31.7142849,24.31428528,6.314285278,85.4203949
Western Province,Kalutara RDHS,MOH-Agalawatta,17,0,27.78214455,32.12857056,24.63571358,5.971428394,84.45008087
Western Province,Kalutara RDHS,MOH-Agalawatta,18,0,27.66488075,31.6785717,24.88571358,8.942857742,87.05394745
Western Province,Kalutara RDHS,MOH-Agalawatta,19,2,27.11547661,31.08571434,24.35000038,13.21428585,88.00022125
Western Province,Kalutara RDHS,MOH-Agalawatta,20,3,26.32500076,30.04285812,24.13571358,19.55714226,89.68271637
Western Province,Kalutara RDHS,MOH-Agalawatta,21,0,25.98184395,28.6785717,24.16428566,39.58571625,90.55788422
Western Province,Kalutara RDHS,MOH-Agalawatta,22,4,25.97678566,28.55000114,23.9642849,34.59999847,90.80992889
Western Province,Kalutara RDHS,MOH-Agalawatta,23,2,26.26428413,29.36428642,23.80714226,10.21428585,87.45941925
Western Province,Kalutara RDHS,MOH-Agalawatta,24,0,26.55952263,29.62857056,24.04285812,7.271428108,86.44795227
Western Province,Kalutara RDHS,MOH-Agalawatta,25,5,25.8258934,29.08571434,23.7142849,16.64285851,88.63985443
Western Province,Kalutara RDHS,MOH-Agalawatta,26,1,26.03273964,29.0714283,23.64999962,13.17142963,87.76831055
Western Province,Kalutara RDHS,MOH-Agalawatta,27,0,25.99583244,28.9642849,23.48571396,11.17142773,88.5031662
Western Province,Kalutara RDHS,MOH-Agalawatta,28,1,26.20059586,29.2857151,23.65714455,8.814286232,86.01216888
Western Province,Kalutara RDHS,MOH-Agalawatta,29,0,26.30029488,29.34285545,24,9.600000381,87.03659821
Western Province,Kalutara RDHS,MOH-Agalawatta,30,2,26.84851265,29.94285774,24.4285717,10.0714283,85.89069366
Western Province,Kalutara RDHS,MOH-Agalawatta,31,2,25.83660698,29.05000114,23.31428528,19.20000076,88.37941742
Western Province,Kalutara RDHS,MOH-Agalawatta,32,2,26.22023582,28.94999886,24,7.442857265,85.68021393
Western Province,Kalutara RDHS,MOH-Agalawatta,33,1,25.46220207,28.01428604,23.57857132,20.7142849,90.07629395
Western Province,Kalutara RDHS,MOH-Agalawatta,34,0,25.6830349,28.68571472,23.38571358,15.81428528,87.37822723
Western Province,Kalutara RDHS,MOH-Agalawatta,35,0,25.89374924,29.09285545,23.42142868,13.05714321,85.20168304
Western Province,Kalutara RDHS,MOH-Agalawatta,36,0,25.86904907,28.94285774,23.57857132,17.19999886,87.78629303
Western Province,Kalutara RDHS,MOH-Agalawatta,37,0,25.9425602,28.94999886,23.19999886,9.742857933,87.13026428
Western Province,Kalutara RDHS,MOH-Agalawatta,38,1,25.93452263,29.1428566,23.39999962,10.20000172,86.2490921
Western Province,Kalutara RDHS,MOH-Agalawatta,39,1,26.01666641,29.5,23.42142868,9.842857361,86.72805023
Western Province,Kalutara RDHS,MOH-Agalawatta,40,0,26.61458397,30.14999962,24.1071434,4.871428967,83.69103241
Western Province,Kalutara RDHS,MOH-Agalawatta,41,1,24.83006096,28.1071434,22.86428642,28.7142849,90.17926025
Western Province,Kalutara RDHS,MOH-Agalawatta,42,0,25.53214455,28.52142715,23.27857018,11.5,87.70580292
Western Province,Kalutara RDHS,MOH-Agalawatta,43,0,25.24612999,28.31428528,22.80000114,13.68571281,88.9329071
Western Province,Kalutara RDHS,MOH-Agalawatta,44,1,25.54821396,29,23.1071434,9.62857151,88.32337952
Western Province,Kalutara RDHS,MOH-Agalawatta,45,0,25.27083206,29.76428604,22.43571472,8.485714912,87.50634766
Western Province,Kalutara RDHS,MOH-Agalawatta,46,0,25.38720322,30.88571358,22.6428566,12.18571472,90.05714417
Western Province,Kalutara RDHS,MOH-Agalawatta,47,1,24.59762001,29.37142944,22.29285812,15.21428585,93.94732666
Western Province,Kalutara RDHS,MOH-Agalawatta,48,0,24.59940529,27.70714188,22.6785717,11.60000038,90.30131531
Western Province,Kalutara RDHS,MOH-Agalawatta,49,0,25.76875114,30.27857018,22.74285698,2.242857218,84.00348663
Western Province,Kalutara RDHS,MOH-Agalawatta,50,0,25.40059471,30.22857285,22.30000114,7.014286518,88.08995819
Western Province,Kalutara RDHS,MOH-Agalawatta,51,2,25.15148926,29.30000114,22.74285698,7.200000286,90.29628754
Western Province,Kalutara RDHS,MOH-Agalawatta,52,0,25.27172661,30.58571434,21.4642849,3.157142639,83.70729828
Western Province,Kalutara RDHS,MOH-Agalawatta,53,0,24.7895813,30.60000038,22.42499924,19.70000076,91.99572754
Western Province,Kalutara RDHS,MOH-Agalawatta,54,1,24.30952,28.13571,21.94286,11.8,91.422
Western Province,Kalutara RDHS,MOH-Agalawatta,55,0,24.82589,29.87857,21.77857,10.62857,89.7578
Western Province,Kalutara RDHS,MOH-Agalawatta,56,5,24.4128,28.83571,21.96428,16.32857,92.31189
Western Province,Kalutara RDHS,MOH-Agalawatta,57,4,24.39018,28.74286,22.01429,5.142857,92.25875
Western Province,Kalutara RDHS,MOH-Agalawatta,58,0,25.275,30.55,22.15,5.2,87.72533
Western Province,Kalutara RDHS,MOH-Agalawatta,59,0,25.75655,31.55,21.33571,0.542857,79.46623
Western Province,Kalutara RDHS,MOH-Agalawatta,60,0,25.99792,31.90714,21.93571,1.4,81.67181
Western Province,Kalutara RDHS,MOH-Agalawatta,61,2,26.06458,31.99286,21.8,1,80.60535
Western Province,Kalutara RDHS,MOH-Agalawatta,62,2,25.03185,30.8,22.31429,21.77143,91.76775
Western Province,Kalutara RDHS,MOH-Agalawatta,63,2,25.87292,31.41429,22,3.128572,83.46865
Western Province,Kalutara RDHS,MOH-Agalawatta,64,0,25.90506,31.37857,22.15,3.014286,85.47248
Western Province,Kalutara RDHS,MOH-Agalawatta,65,5,25.86786,32.14286,22.35,6.371428,87.96532
Western Province,Kalutara RDHS,MOH-Agalawatta,66,0,25.97143,31.21428,22.69286,5.557143,86.4275
Western Province,Kalutara RDHS,MOH-Agalawatta,67,0,25.24434,30.4,22.74286,14.44286,91.90876
Western Province,Kalutara RDHS,MOH-Agalawatta,68,0,25.2503,29.07857,23.04286,12.92857,92.58991
Western Province,Kalutara RDHS,MOH-Agalawatta,69,0,26.49494,30.75,23.61429,3.385714,87.06487
Western Province,Kalutara RDHS,MOH-Agalawatta,70,0,25.92054,30.65714,23.25714,7.471428,89.57573
Western Province,Kalutara RDHS,MOH-Agalawatta,71,0,25.97054,30.46428,23.49286,7.914286,90.44017
Western Province,Kalutara RDHS,MOH-Agalawatta,72,0,26.29316,30.32143,23.50714,7.185714,87.82996
Western Province,Kalutara RDHS,MOH-Agalawatta,73,1,25.62827,29.44286,23.32857,14.34286,91.69476
Western Province,Kalutara RDHS,MOH-Agalawatta,74,1,25.9753,29.25714,23.92143,10.97143,91.78126
Western Province,Kalutara RDHS,MOH-Agalawatta,75,0,26.20595,29.52143,23.85714,13.1,90.3005
Western Province,Kalutara RDHS,MOH-Agalawatta,76,2,26.12232,29.49286,23.56429,9.971429,87.86001
Western Province,Kalutara RDHS,MOH-Agalawatta,77,0,24.76429,27.85714,23.04286,30.47143,93.80986
Western Province,Kalutara RDHS,MOH-Agalawatta,78,0,25.54226,28.7,23.34286,9.057142,90.52185
Western Province,Kalutara RDHS,MOH-Agalawatta,79,2,25.59673,29.05,23.15,8.728572,90.01988
Western Province,Kalutara RDHS,MOH-Agalawatta,80,0,26.09792,29.38571,23.47857,6.957143,87.70045
Western Province,Kalutara RDHS,MOH-Agalawatta,81,1,25.63036,28.80714,23.02143,20.45714,89.64577
Western Province,Kalutara RDHS,MOH-Agalawatta,82,0,24.60625,27.09286,22.96428,34.15714,94.16297
Western Province,Kalutara RDHS,MOH-Agalawatta,83,1,25.35089,29.02857,22.93571,10.5,88.18969
Western Province,Kalutara RDHS,MOH-Agalawatta,84,0,25.31429,28.24286,23.37857,9.871428,90.44049
Western Province,Kalutara RDHS,MOH-Agalawatta,85,0,25.34881,28.82143,22.87857,5.628572,87.5059
Western Province,Kalutara RDHS,MOH-Agalawatta,86,1,25.27202,29.01429,22.55,9.400001,88.09821
Western Province,Kalutara RDHS,MOH-Agalawatta,87,4,25.8125,29.67143,23.00714,2.785714,86.41833
Western Province,Kalutara RDHS,MOH-Agalawatta,88,3,25.22619,28.62857,22.96428,16.81429,90.32672
Western Province,Kalutara RDHS,MOH-Agalawatta,89,2,25.70714,29.23571,23.14286,5.128571,87.14679
Western Province,Kalutara RDHS,MOH-Agalawatta,90,3,25.75119,29.29286,23.41429,6.842857,87.61151
Western Province,Kalutara RDHS,MOH-Agalawatta,91,0,24.7122,28.73571,22.49286,14.85714,91.94501
Western Province,Kalutara RDHS,MOH-Agalawatta,92,0,24.90774,28.41429,22.52857,22.44286,91.03535
Western Province,Kalutara RDHS,MOH-Agalawatta,93,1,25.98215,30.1,23.1,6.057143,85.38244
Western Province,Kalutara RDHS,MOH-Agalawatta,94,0,25.65536,30.65,22.75714,9.328572,86.26521
Western Province,Kalutara RDHS,MOH-Agalawatta,95,0,24.4881,28.73571,22.45714,18.87143,94.06544
Western Province,Kalutara RDHS,MOH-Agalawatta,96,2,25.3253,29.05,22.92857,7.157143,88.48565
Western Province,Kalutara RDHS,MOH-Agalawatta,97,1,26.40446,30.77143,23.23571,0.957143,81.95072
Western Province,Kalutara RDHS,MOH-Agalawatta,98,1,25.19286,29.31429,22.37857,7.285714,87.11827
Western Province,Kalutara RDHS,MOH-Agalawatta,99,0,24.84583,30.42143,22.42143,11.78571,91.68453
Western Province,Kalutara RDHS,MOH-Agalawatta,100,2,24.72113,29.77143,22.18571,15.55714,91.83073
Western Province,Kalutara RDHS,MOH-Agalawatta,101,4,24.03155,27.00714,21.78572,37.55714,90.06083
Western Province,Kalutara RDHS,MOH-Agalawatta,102,2,25.0119,30.62857,21.93571,11.94286,87.77535
Western Province,Kalutara RDHS,MOH-Agalawatta,103,0,24.57679,29.98571,21.71428,14.25714,90.82369
Western Province,Kalutara RDHS,MOH-Agalawatta,104,3,24.77887,29.91429,22.20714,10.2,91.1131
Western Province,Kalutara RDHS,MOH-Agalawatta,105,2,25.43988,30.62857,21.94286,1.285714,83.39806
Western Province,Kalutara RDHS,MOH-Agalawatta,106,2,25.2125,29.85,22.45,2.4,86.47466
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,1,7,25.91880989,28.31106949,23.99678421,7.62857151,87.36018372
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,2,11,25.988451,28.07535744,24.31821251,16.32857132,82.07512665
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,3,9,25.69529533,28.66821289,22.85392761,2.471428633,83.08348846
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,4,8,26.707201,29.49678421,23.41107178,0.7428570986,72.72692108
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,5,8,26.07892799,29.26107216,23.57535744,6.642857075,86.90226746
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,6,5,27.11493874,29.66821289,24.41107178,0.8857142329,73.09825897
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,7,4,27.425951,29.91107178,25.21107101,2.771428585,78.93235016
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,8,4,27.50303459,30.75392723,24.42535591,0.6000000238,77.96403503
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,9,4,27.59053421,30.43964195,25.14678574,1.985714316,76.6550293
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,10,3,27.12625122,31.53964233,23.03964233,0.07142857462,76.44516754
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,11,5,28.08309364,31.90392876,24.11107063,0.02857142873,72.99228668
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,12,2,27.68904686,31.08250046,24.16107178,2.971428394,78.66759491
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,13,0,27.63279724,30.78249931,24.46821404,5.871428967,82.36032867
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,14,0,29.04827309,32.51821518,25.71821404,0.7714285851,78.52183533
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,15,0,28.10600853,31.36821365,25.05392838,8.800000191,80.46272278
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,16,0,28.5598793,31.53964233,25.17535591,1.485714197,82.32512665
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,17,0,29.51940536,33.21821594,25.78249931,0.4285714328,77.06634521
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,18,0,30.11434364,34.2039299,26.64678574,1.385714293,76.42314148
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,19,1,29.66018105,33.4896431,26.36821365,2.642857075,77.26558685
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,20,0,27.71464157,31.60392761,25.06106949,16.68571472,86.52764893
Eastern Province,Kalmunai RDHS,MOH-Akkaraipathu,21,1,28.92476082,33.13964462,26.03964233,4.214285851,76.83861542
